Name_null_perc,Sex_null_perc,Event_null_perc,MeetName_null_perc,Equipment_null_perc,Age_null_perc,AgeClass_null_perc,BirthYearClass_null_perc,Division_null_perc,BodyweightKg_null_perc,WeightClassKg_null_perc,Squat1kg_null_perc,Squat2kg_null_perc,Squat2kg_null_perc_1,Squat4kg_null_perc,Best3SquatKg_null_perc,Bench1kg_null_perc,Bench2kg_null_perc,Bench3kg_null_perc,Bench4kg_null_perc,Best3BenchKg_null_perc,Deadlift1kg_null_perc,Deadlift2kg_null_perc,Deadlift3kg_null_perc,Deadlift4kg_null_perc,Best3DeadliftKg_null_perc,TotalKg_null_perc,Place_null_perc,Dots_null_perc,Wilks_null_perc,Glossbrenner_null_perc,Goodlift_null_perc,Tested_null_perc,Country_null_perc,State_null_perc,Federation_null_perc,ParentFederation_null_perc,Date_null_perc,MeetCountry_null_perc,MeetState_null_perc,MeetTown_null_perc,MeetName_null_perc_1
0,0,0,0,0,35.322713136970371,26.858313899423397,33.019811344465005,0.0472895482822981,1.2628293568224598,1.3328046604345878,70.486592917017759,70.790039696764865,71.572962812557464,99.72201682317413,33.204505139679434,54.528586035892431,55.041165055735533,56.43084945256561,99.3082828801253,11.785580589988372,66.680015767592039,67.260255218054425,68.5908772839529,99.244954568964033,27.542491147264279,6.66577599172466,0,7.4892424545061314,7.4892424545061314,7.4892424545061314,15.671888579210325,26.359293421395513,42.290778471945721,79.214953814976823,0,35.1105715619837,0,0,28.109502752053295,13.392730769688658,0
